median_income,median_house_value,ocean_proximity
6.0132,150800.0,INLAND
4.9904,157300.0,INLAND
5.6739,173800.0,INLAND
4.526,148700.0,INLAND
4.925,154700.0,INLAND
3.0833,133300.0,INLAND
4.5625,136900.0,INLAND
5.4895,156700.0,INLAND
4.0227,126500.0,INLAND
4.5375,130600.0,INLAND
4.5938,106900.0,INLAND
3.6161,99500.0,INLAND
2.5741,73000.0,INLAND
2.181,59900.0,INLAND
2.6458,84800.0,INLAND
2.6823,72900.0,INLAND
2.1182,58900.0,INLAND
2.3687,63900.0,INLAND
3.1442,72300.0,INLAND
3.7261,83900.0,INLAND
1.9766,58100.0,INLAND
1.7132,55900.0,INLAND
2.2448,58900.0,INLAND
1.9076,55800.0,INLAND
2.1515,63900.0,INLAND
2.59,69300.0,INLAND
3.2917,160100.0,INLAND
3.4044,115300.0,INLAND
3.625,107600.0,INLAND
2.3618,80000.0,INLAND
3.5074,93800.0,INLAND
2.3359,92400.0,INLAND
4.2679,151800.0,INLAND
3.332,111800.0,INLAND
3.1736,111800.0,INLAND
3.9141,123900.0,INLAND
2.0,83300.0,INLAND
4.1838,85600.0,INLAND
4.1563,94000.0,INLAND
3.3269,102700.0,INLAND
3.875,125000.0,INLAND
3.0729,144600.0,INLAND
5.1314,179200.0,INLAND
3.7857,78600.0,INLAND
2.6902,94400.0,INLAND
2.2202,100000.0,INLAND
2.2278,90500.0,INLAND
2.6058,92200.0,INLAND
1.6486,55200.0,INLAND
1.7292,52000.0,INLAND
1.5642,51500.0,INLAND
1.4481,51700.0,INLAND
2.4219,65800.0,INLAND
2.2863,69200.0,INLAND
2.0417,72500.0,INLAND
2.5,73000.0,INLAND
3.625,108300.0,INLAND
3.7917,90500.0,INLAND
3.9073,91600.0,INLAND
1.767,63300.0,INLAND
2.825,67600.0,INLAND
1.8975,60900.0,INLAND
1.516,56700.0,INLAND
3.9844,118100.0,INLAND
1.6875,66100.0,INLAND
2.5234,63500.0,INLAND
3.7813,87300.0,INLAND
3.825,84200.0,INLAND
2.309,57100.0,INLAND
1.4937,54700.0,INLAND
1.586,56900.0,INLAND
2.2206,63400.0,INLAND
1.9913,95300.0,INLAND
1.8958,55100.0,INLAND
1.5625,55800.0,INLAND
1.6094,55200.0,INLAND
3.0521,113800.0,INLAND
2.5562,93200.0,INLAND
1.9676,62400.0,INLAND
2.6858,62400.0,INLAND
3.5987,131700.0,INLAND
2.8287,73100.0,INLAND
2.6974,73000.0,INLAND
4.0197,88000.0,INLAND
2.2727,92700.0,INLAND
2.5556,69700.0,INLAND
1.8333,68300.0,INLAND
1.5833,65100.0,INLAND
1.2647,55300.0,INLAND
1.4415,54400.0,INLAND
2.0658,92500.0,INLAND
1.625,53000.0,INLAND
1.8878,51600.0,INLAND
3.2917,111500.0,INLAND
4.2045,120900.0,INLAND
2.2132,76600.0,INLAND
1.6635,67000.0,INLAND
2.5033,70100.0,INLAND
3.0294,70200.0,INLAND
3.2019,95700.0,INLAND
3.0469,82700.0,INLAND
2.1908,110000.0,INLAND
3.1333,100000.0,INLAND
3.3214,101600.0,INLAND
2.5921,94200.0,INLAND
3.2083,75000.0,INLAND
2.8125,79200.0,INLAND
1.7813,57900.0,INLAND
2.4044,72500.0,INLAND
2.0216,76800.0,INLAND
2.7321,83600.0,INLAND
2.4375,78200.0,INLAND
2.5208,60000.0,INLAND
2.975,90000.0,INLAND
2.0313,69400.0,INLAND
2.4814,74600.0,INLAND
2.4006,76400.0,INLAND
2.4474,75600.0,INLAND
1.7176,58400.0,INLAND
2.8913,60900.0,INLAND
2.1771,39200.0,INLAND
2.1153,112500.0,INLAND
2.3295,55000.0,INLAND
1.5086,64700.0,INLAND
1.4191,55100.0,INLAND
2.4398,87500.0,INLAND
2.1458,104200.0,INLAND
3.0658,65000.0,INLAND
1.8264,62000.0,INLAND
2.7461,70000.0,INLAND
3.2639,86400.0,INLAND
4.381,86300.0,INLAND
2.7792,85300.0,INLAND
1.7075,60400.0,INLAND
3.0134,55500.0,INLAND
2.25,76600.0,INLAND
2.4937,66000.0,INLAND
2.3026,90600.0,INLAND
2.293,57200.0,INLAND
1.5536,58300.0,INLAND
2.4786,56000.0,INLAND
1.947,68900.0,INLAND
2.5,112500.0,INLAND
1.9417,38800.0,INLAND
1.7184,55200.0,INLAND
1.9056,60000.0,INLAND
1.8125,58000.0,INLAND
1.4038,54300.0,INLAND
1.3386,63000.0,INLAND
2.3523,66000.0,INLAND
2.8182,90500.0,INLAND
2.1759,58100.0,INLAND
2.4414,71900.0,INLAND
2.3295,74400.0,INLAND
2.2083,55000.0,INLAND
4.125,67500.0,INLAND
4.625,162500.0,INLAND
2.0192,63700.0,INLAND
1.6948,67500.0,INLAND
3.0469,85000.0,INLAND
2.3507,65600.0,INLAND
3.0469,72200.0,INLAND
2.325,69600.0,INLAND
2.2569,94300.0,INLAND
3.35,85400.0,INLAND
1.9375,73100.0,INLAND
1.6607,14999.0,INLAND
2.3851,67500.0,INLAND
3.6429,87500.0,INLAND
3.25,81600.0,INLAND
2.4861,71900.0,INLAND
2.165,58700.0,INLAND
2.3566,71000.0,INLAND
1.3708,125000.0,INLAND
2.1,66900.0,INLAND
2.0625,63400.0,INLAND
2.8333,69700.0,INLAND
2.1705,53000.0,INLAND
2.5625,70000.0,INLAND
2.8466,95300.0,INLAND
2.4917,77100.0,INLAND
1.832,70500.0,INLAND
2.1746,58700.0,INLAND
2.1542,83800.0,INLAND
1.7153,77100.0,INLAND
1.8793,60800.0,INLAND
2.163,53400.0,INLAND
2.101,46700.0,INLAND
1.0,40000.0,INLAND
1.6552,43300.0,INLAND
2.4511,72500.0,INLAND
2.9,87500.0,INLAND
2.0463,61200.0,INLAND
2.2969,62000.0,INLAND
3.3472,91700.0,INLAND
3.4038,107800.0,INLAND
3.1979,113500.0,INLAND
1.4583,58600.0,INLAND
2.2054,66400.0,INLAND
1.7159,62200.0,INLAND
1.9088,63700.0,INLAND
1.5372,69400.0,INLAND
1.9464,60600.0,INLAND
4.3523,96000.0,INLAND
3.2593,80800.0,INLAND
3.0091,70800.0,INLAND
2.4063,70700.0,INLAND
5.4349,143000.0,INLAND
3.8177,107200.0,INLAND
1.5217,60300.0,INLAND
1.975,66400.0,INLAND
1.9911,67500.0,INLAND
3.6528,100000.0,INLAND
6.2558,146300.0,INLAND
3.3182,113800.0,INLAND
2.3594,74300.0,INLAND
1.9375,80900.0,INLAND
3.5735,71100.0,INLAND
1.9939,65800.0,INLAND
1.8958,67500.0,INLAND
1.7604,68600.0,INLAND
3.2396,62300.0,INLAND
1.7411,63500.0,INLAND
1.9531,61100.0,INLAND
3.5282,67500.0,INLAND
4.875,90800.0,INLAND
4.1293,83200.0,INLAND
3.3583,102800.0,INLAND
3.1667,125000.0,INLAND
2.1792,55200.0,INLAND
2.2083,93800.0,INLAND
2.0938,87500.0,INLAND
1.625,112500.0,INLAND
4.475,96300.0,INLAND
2.5664,67500.0,INLAND
3.6597,87500.0,INLAND
1.7188,69900.0,INLAND
1.1853,72600.0,INLAND
1.875,93800.0,INLAND
2.6172,88500.0,INLAND
2.2417,79200.0,INLAND
1.735,61200.0,INLAND
2.3571,63100.0,INLAND
3.4107,142500.0,INLAND
2.1136,61000.0,INLAND
1.2083,53600.0,INLAND
1.6607,56100.0,INLAND
1.275,60400.0,INLAND
1.6351,59600.0,INLAND
4.5714,68600.0,INLAND
2.1979,63900.0,INLAND
1.5987,59400.0,INLAND
1.3882,69400.0,INLAND
1.3373,58300.0,INLAND
3.2083,76200.0,INLAND
1.1707,62500.0,INLAND
1.6667,68100.0,INLAND
3.0603,70800.0,INLAND
4.6154,86200.0,INLAND
5.128,99600.0,INLAND
3.1597,76200.0,INLAND
2.8025,84300.0,INLAND
5.7843,110100.0,INLAND
6.3814,159900.0,INLAND
1.6635,64400.0,INLAND
3.6042,73600.0,INLAND
4.0375,86400.0,INLAND
6.2715,97200.0,INLAND
4.3021,87500.0,INLAND
4.4821,140300.0,INLAND
2.5769,94400.0,INLAND
1.899,64000.0,INLAND
1.6838,95800.0,INLAND
1.375,70100.0,INLAND
1.4828,73100.0,INLAND
2.3319,91200.0,INLAND
1.5931,88400.0,INLAND
2.1776,75500.0,INLAND
1.1311,84700.0,INLAND
2.625,72700.0,INLAND
2.0625,67700.0,INLAND
1.7292,81300.0,INLAND
1.2639,51300.0,INLAND
4.0208,32500.0,INLAND
1.4338,43900.0,INLAND
1.5417,57500.0,INLAND
2.8684,62800.0,INLAND
2.0109,54300.0,INLAND
2.7,58800.0,INLAND
1.4688,53800.0,INLAND
0.922,67500.0,INLAND
1.7857,62800.0,INLAND
1.125,54400.0,INLAND
1.8958,53800.0,INLAND
5.3374,47500.0,INLAND
0.8964,59200.0,INLAND
3.1607,57500.0,INLAND
1.7727,50000.0,INLAND
1.2132,30000.0,INLAND
0.8571,25000.0,INLAND
1.275,56100.0,INLAND
0.8585,45000.0,INLAND
1.2049,44000.0,INLAND
2.1212,108300.0,INLAND
4.1576,141500.0,INLAND
3.2132,166000.0,INLAND
3.0817,118800.0,INLAND
4.337,139700.0,INLAND
4.375,180400.0,INLAND
1.7388,54400.0,INLAND
1.9722,116100.0,INLAND
1.8325,105800.0,INLAND
2.3261,98400.0,INLAND
2.75,94500.0,INLAND
1.7292,137500.0,INLAND
2.325,80600.0,INLAND
2.0357,74200.0,INLAND
2.2574,104700.0,INLAND
1.7868,45500.0,INLAND
2.1,14999.0,INLAND
1.1471,32900.0,INLAND
2.7583,64900.0,INLAND
2.5703,62400.0,INLAND
2.6094,67900.0,INLAND
4.3162,87100.0,INLAND
3.0268,77000.0,INLAND
4.0125,84400.0,INLAND
3.1736,70700.0,INLAND
2.2727,67200.0,INLAND
1.8472,57400.0,INLAND
1.4598,52600.0,INLAND
1.6286,54600.0,INLAND
1.7857,54300.0,INLAND
1.8403,54700.0,INLAND
2.8393,57000.0,INLAND
2.325,63200.0,INLAND
2.0575,67000.0,INLAND
1.97,51900.0,INLAND
2.0331,53200.0,INLAND
3.0625,69400.0,INLAND
1.3222,51400.0,INLAND
2.1818,63500.0,INLAND
1.3587,67500.0,INLAND
5.5261,132000.0,INLAND
2.6812,107600.0,INLAND
5.6235,130600.0,INLAND
10.0263,200000.0,INLAND
4.8571,237500.0,INLAND
3.8611,126400.0,INLAND
5.575,132200.0,INLAND
1.7109,44600.0,INLAND
1.8289,59400.0,INLAND
1.4427,50600.0,INLAND
1.3527,60000.0,INLAND
4.0208,90400.0,INLAND
3.5714,84600.0,INLAND
4.3906,93900.0,INLAND
3.7708,79400.0,INLAND
2.8295,72100.0,INLAND
3.996,85500.0,INLAND
3.1906,76200.0,INLAND
2.8393,69800.0,INLAND
2.9821,73100.0,INLAND
3.4205,76600.0,INLAND
3.875,94500.0,INLAND
3.2325,89000.0,INLAND
2.947,87100.0,INLAND
3.6875,101700.0,INLAND
3.5524,89100.0,INLAND
3.1297,79000.0,INLAND
3.6734,92900.0,INLAND
3.5938,95200.0,INLAND
3.0568,85600.0,INLAND
3.7533,87000.0,INLAND
3.725,83100.0,INLAND
3.8307,70600.0,INLAND
3.875,99500.0,INLAND
4.2214,104600.0,INLAND
5.4592,139100.0,INLAND
7.7751,194100.0,INLAND
3.0938,100800.0,INLAND
6.3639,143000.0,INLAND
2.569,113000.0,INLAND
3.5441,87000.0,INLAND
3.3462,67600.0,INLAND
2.1111,105300.0,INLAND
2.4919,75700.0,INLAND
2.6903,62800.0,INLAND
2.0643,57600.0,INLAND
1.8523,59700.0,INLAND
2.1588,61300.0,INLAND
2.875,57400.0,INLAND
1.6728,55400.0,INLAND
1.7467,52400.0,INLAND
1.365,54300.0,INLAND
2.774,59500.0,INLAND
1.625,46800.0,INLAND
1.0648,50000.0,INLAND
0.9951,48000.0,INLAND
1.8819,58000.0,INLAND
1.375,57500.0,INLAND
1.4024,51000.0,INLAND
1.3451,57500.0,INLAND
1.4146,49100.0,INLAND
1.4786,54800.0,INLAND
1.625,50800.0,INLAND
0.8639,49400.0,INLAND
1.6009,48800.0,INLAND
1.8319,55400.0,INLAND
2.5083,70100.0,INLAND
1.1875,50700.0,INLAND
1.2618,46900.0,INLAND
2.2212,55500.0,INLAND
1.4773,57400.0,INLAND
1.7292,58100.0,INLAND
1.1638,57900.0,INLAND
1.4125,42500.0,INLAND
1.1944,57500.0,INLAND
1.075,67500.0,INLAND
1.9125,47500.0,INLAND
1.4779,66000.0,INLAND
0.8054,60000.0,INLAND
1.1875,63800.0,INLAND
2.0455,72500.0,INLAND
1.7321,84400.0,INLAND
3.0,91800.0,INLAND
2.7312,147100.0,INLAND
1.6786,126600.0,INLAND
2.875,82700.0,INLAND
2.9821,118700.0,INLAND
1.8362,66900.0,INLAND
3.6548,84700.0,INLAND
3.3261,118400.0,INLAND
4.6705,110700.0,INLAND
4.5791,123400.0,INLAND
4.3482,95200.0,INLAND
2.6513,72300.0,INLAND
3.9097,81300.0,INLAND
3.0435,69500.0,INLAND
2.1818,75300.0,INLAND
1.7213,61600.0,INLAND
2.2827,70000.0,INLAND
2.5062,73700.0,INLAND
1.9671,76800.0,INLAND
1.8801,57800.0,INLAND
1.6797,60700.0,INLAND
1.2157,57000.0,INLAND
1.056,51600.0,INLAND
1.2469,46700.0,INLAND
0.9407,43600.0,INLAND
1.25,42500.0,INLAND
1.4015,48700.0,INLAND
1.7375,48600.0,INLAND
0.9675,47100.0,INLAND
1.6981,49400.0,INLAND
1.2617,42700.0,INLAND
1.1136,47800.0,INLAND
1.2232,49300.0,INLAND
3.1281,76200.0,INLAND
2.1078,54700.0,INLAND
1.9612,53400.0,INLAND
2.4848,54000.0,INLAND
1.7197,48900.0,INLAND
1.5743,46700.0,INLAND
3.2738,78700.0,INLAND
1.7614,33200.0,INLAND
1.6632,49800.0,INLAND
1.6786,52900.0,INLAND
0.9288,36600.0,INLAND
2.2155,62100.0,INLAND
1.1786,45600.0,INLAND
2.1875,58000.0,INLAND
3.0208,63700.0,INLAND
1.983,63300.0,INLAND
1.9125,57900.0,INLAND
2.2407,76000.0,INLAND
2.3125,65800.0,INLAND
2.7256,71900.0,INLAND
2.6875,73700.0,INLAND
2.5644,73000.0,INLAND
3.1753,85000.0,INLAND
2.575,69900.0,INLAND
2.6637,175000.0,INLAND
2.9438,87200.0,INLAND
4.0529,106200.0,INLAND
2.4123,86200.0,INLAND
4.8839,134100.0,INLAND
5.1036,103400.0,INLAND
4.0327,131000.0,INLAND
10.5941,245800.0,INLAND
7.1837,176300.0,INLAND
8.5325,224100.0,INLAND
5.4449,118500.0,INLAND
4.1528,130100.0,INLAND
6.759,170300.0,INLAND
5.0012,106300.0,INLAND
4.997,142900.0,INLAND
3.569,70700.0,INLAND
3.406,100700.0,INLAND
3.8117,82800.0,INLAND
3.4286,71400.0,INLAND
2.1553,84700.0,INLAND
2.7083,84700.0,INLAND
3.0486,68500.0,INLAND
1.5625,46700.0,INLAND
1.5429,39400.0,INLAND
1.9417,53800.0,INLAND
2.4234,63700.0,INLAND
2.75,65800.0,INLAND
1.5357,56500.0,INLAND
1.6575,59500.0,INLAND
2.9402,56200.0,INLAND
1.6522,53300.0,INLAND
3.6852,109800.0,INLAND
1.2,50000.0,INLAND
3.4827,93600.0,INLAND
4.1957,92700.0,INLAND
2.5575,100200.0,INLAND
3.3529,82600.0,INLAND
4.0631,88200.0,INLAND
4.1484,102900.0,INLAND
3.6369,81600.0,INLAND
2.596,70000.0,INLAND
2.1006,74800.0,INLAND
3.9054,80900.0,INLAND
2.5804,97900.0,INLAND
5.1457,118200.0,INLAND
3.125,65000.0,INLAND
2.7659,77500.0,INLAND
2.35,91700.0,INLAND
1.1528,150000.0,INLAND
3.5,113900.0,INLAND
2.9891,116500.0,INLAND
3.1364,123500.0,INLAND
4.5724,168400.0,INLAND
3.0882,148200.0,INLAND
4.0332,128300.0,INLAND
2.9187,52100.0,INLAND
2.6389,30000.0,INLAND
4.15,68200.0,INLAND
3.0742,57900.0,INLAND
3.125,37500.0,INLAND
2.3912,52900.0,INLAND
2.8323,50800.0,INLAND
2.5313,45800.0,INLAND
3.9929,88300.0,INLAND
3.1592,75400.0,INLAND
2.3013,26600.0,INLAND
2.1955,26900.0,INLAND
2.9952,63800.0,INLAND
1.9718,69800.0,INLAND
2.8452,104700.0,INLAND
4.4561,96900.0,INLAND
3.25,88900.0,INLAND
4.5903,94300.0,INLAND
4.4125,149000.0,INLAND
5.3119,157300.0,INLAND
4.4196,121000.0,INLAND
2.9453,82800.0,INLAND
4.8266,146200.0,INLAND
2.1635,110400.0,INLAND
2.2321,37500.0,INLAND
2.3533,65400.0,INLAND
4.2375,78600.0,INLAND
2.8269,61100.0,INLAND
3.2279,95800.0,INLAND
2.4044,65800.0,INLAND
1.6944,58600.0,INLAND
1.7105,52100.0,INLAND
2.2071,64600.0,INLAND
2.4961,58800.0,INLAND
2.7,125000.0,INLAND
1.1903,63200.0,INLAND
2.3934,71900.0,INLAND
1.9362,59000.0,INLAND
1.4619,60500.0,INLAND
3.176,71800.0,INLAND
1.7868,54100.0,INLAND
2.1186,47500.0,INLAND
2.6066,80000.0,INLAND
2.5625,156300.0,INLAND
2.1295,59800.0,INLAND
2.6726,83300.0,INLAND
2.5208,58500.0,INLAND
1.8843,55200.0,INLAND
2.0025,54700.0,INLAND
2.7411,59800.0,INLAND
1.6786,56500.0,INLAND
1.6045,57300.0,INLAND
1.517,52100.0,INLAND
1.7418,62200.0,INLAND
2.2981,69900.0,INLAND
2.1806,67200.0,INLAND
2.3125,62100.0,INLAND
1.7813,67800.0,INLAND
2.4044,72500.0,INLAND
2.033,68400.0,INLAND
4.1917,84000.0,INLAND
6.2885,216400.0,INLAND
2.5806,82500.0,INLAND
6.1563,204200.0,INLAND
1.8419,92300.0,INLAND
2.25,67500.0,INLAND
2.6288,96000.0,INLAND
2.0694,81200.0,INLAND
1.5957,101400.0,INLAND
1.4205,90000.0,INLAND
3.4792,94600.0,INLAND
1.8369,59400.0,INLAND
1.5667,72500.0,INLAND
2.3125,96900.0,INLAND
1.4141,75800.0,INLAND
1.3023,68500.0,INLAND
1.6236,67300.0,INLAND
1.8819,69700.0,INLAND
2.5474,78400.0,INLAND
3.625,55000.0,INLAND
2.0441,42100.0,INLAND
2.8,72000.0,INLAND
3.3269,81900.0,INLAND
4.0167,87500.0,INLAND
5.8625,109400.0,INLAND
5.2043,95700.0,INLAND
6.1935,115700.0,INLAND
3.0687,63500.0,INLAND
6.0653,105300.0,INLAND
5.5773,109000.0,INLAND
3.5931,71900.0,INLAND
3.5988,84500.0,INLAND
6.0532,102800.0,INLAND
3.858,70200.0,INLAND
2.1458,52400.0,INLAND
4.25,83200.0,INLAND
4.15,85700.0,INLAND
4.8494,87200.0,INLAND
2.5812,91700.0,INLAND
3.9261,101300.0,INLAND
5.5551,142500.0,INLAND
1.8984,54300.0,INLAND
4.1518,91800.0,INLAND
5.0762,98000.0,INLAND
3.1755,81700.0,INLAND
1.9962,50800.0,INLAND
3.4015,86500.0,INLAND
3.3693,71800.0,INLAND
1.625,275000.0,INLAND
2.375,137500.0,INLAND
3.3889,68500.0,INLAND
3.5391,81900.0,INLAND
4.25,104400.0,INLAND
4.875,141700.0,INLAND
4.5724,84500.0,INLAND
2.875,87800.0,INLAND
2.9583,91700.0,INLAND
2.8097,130000.0,INLAND
3.4338,54900.0,INLAND
4.2292,64400.0,INLAND
1.9107,39800.0,INLAND
2.6149,83500.0,INLAND
3.0184,87900.0,INLAND
5.0553,111100.0,INLAND
2.7361,83300.0,INLAND
2.0441,73300.0,INLAND
2.5875,68900.0,INLAND
3.7452,83200.0,INLAND
2.16,56800.0,INLAND
4.625,136800.0,INLAND
4.0581,162900.0,INLAND
2.3917,79000.0,INLAND
3.6949,115800.0,INLAND
3.4911,137200.0,INLAND
3.8917,120800.0,INLAND
2.6417,94900.0,INLAND
3.2405,85500.0,INLAND
3.2632,99800.0,INLAND
1.7917,80000.0,INLAND
1.8636,67900.0,INLAND
2.7845,82200.0,INLAND
4.0,94500.0,INLAND
2.6302,81300.0,INLAND
1.9236,106300.0,INLAND
1.7656,68000.0,INLAND
1.9688,53900.0,INLAND
2.1357,53500.0,INLAND
2.1136,57300.0,INLAND
1.9907,51200.0,INLAND
2.0921,61400.0,INLAND
1.9066,54600.0,INLAND
2.0174,63700.0,INLAND
1.7716,45500.0,INLAND
2.2885,75000.0,INLAND
3.4926,94200.0,INLAND
3.0375,126300.0,INLAND
3.3214,103100.0,INLAND
3.1406,100000.0,INLAND
2.7159,101400.0,INLAND
2.9167,83900.0,INLAND
2.0285,106300.0,INLAND
3.0667,75800.0,INLAND
3.9926,92500.0,INLAND
3.1667,126400.0,INLAND
2.6218,69100.0,INLAND
2.2937,72300.0,INLAND
2.1038,62000.0,INLAND
2.1681,66600.0,INLAND
4.3438,93100.0,INLAND
4.2917,104200.0,INLAND
2.0673,87500.0,INLAND
3.2386,112500.0,INLAND
4.5714,100800.0,INLAND
5.1728,107500.0,INLAND
3.1071,56100.0,INLAND
3.2019,112500.0,INLAND
2.2721,52600.0,INLAND
2.6477,43500.0,INLAND
2.8281,60200.0,INLAND
2.2895,62000.0,INLAND
4.9432,118800.0,INLAND
3.5486,148000.0,INLAND
4.3911,107900.0,INLAND
2.8788,85500.0,INLAND
3.1094,91900.0,INLAND
5.2134,97400.0,INLAND
3.8108,90400.0,INLAND
4.2396,90600.0,INLAND
2.6145,80300.0,INLAND
2.8125,70200.0,INLAND
3.5536,71400.0,INLAND
1.8385,67500.0,INLAND
3.0139,61500.0,INLAND
2.2333,61000.0,INLAND
2.6397,59700.0,INLAND
1.8529,67200.0,INLAND
3.0846,76100.0,INLAND
1.8606,56700.0,INLAND
1.4524,51700.0,INLAND
2.3523,59100.0,INLAND
1.3882,53800.0,INLAND
1.7596,120800.0,INLAND
2.9375,81700.0,INLAND
4.0909,92800.0,INLAND
1.4194,58100.0,INLAND
2.3256,56800.0,INLAND
2.5833,54400.0,INLAND
2.9936,60600.0,INLAND
3.3681,70500.0,INLAND
1.5433,50400.0,INLAND
1.3569,43100.0,INLAND
2.3466,53400.0,INLAND
1.5909,50100.0,INLAND
1.8839,46300.0,INLAND
2.625,97400.0,INLAND
2.395,94100.0,INLAND
2.4286,100000.0,INLAND
2.25,50000.0,INLAND
2.3889,53200.0,INLAND
1.3967,46500.0,INLAND
1.5313,43800.0,INLAND
2.13,50800.0,INLAND
3.2847,64700.0,INLAND
1.85,52300.0,INLAND
1.6607,42100.0,INLAND
2.2169,61600.0,INLAND
1.5727,54800.0,INLAND
3.5313,68800.0,INLAND
2.0595,60700.0,INLAND
2.4688,61300.0,INLAND
1.875,137500.0,INLAND
2.0221,52200.0,INLAND
0.4999,100000.0,INLAND
2.0976,47700.0,INLAND
3.05,225000.0,INLAND
2.9708,60900.0,INLAND
2.2167,48500.0,INLAND
2.0335,43900.0,INLAND
2.25,56200.0,INLAND
2.375,71300.0,INLAND
3.125,62500.0,INLAND
0.4999,73500.0,INLAND
3.9519,98900.0,INLAND
2.0208,72500.0,INLAND
4.35,68300.0,INLAND
2.575,73600.0,INLAND
2.2188,106300.0,INLAND
3.25,137500.0,INLAND
2.2551,71100.0,INLAND
1.9141,143200.0,INLAND
4.0,166300.0,INLAND
2.8906,140600.0,INLAND
2.4423,102300.0,INLAND
1.939,100300.0,INLAND
3.5652,119000.0,INLAND
3.2216,93500.0,INLAND
2.5457,80700.0,INLAND
3.7667,95000.0,INLAND
1.3532,95800.0,INLAND
3.3929,108300.0,INLAND
1.6369,86500.0,INLAND
2.0417,78800.0,INLAND
1.4679,94700.0,INLAND
1.625,66800.0,INLAND
1.4676,65000.0,INLAND
1.5208,89000.0,INLAND
2.6181,108900.0,INLAND
1.3,69700.0,INLAND
2.7639,112500.0,INLAND
1.9833,111500.0,INLAND
2.1094,72400.0,INLAND
1.165,53300.0,INLAND
1.7446,109400.0,INLAND
2.3125,162500.0,INLAND
2.3558,134700.0,INLAND
1.8571,75900.0,INLAND
1.6607,77800.0,INLAND
2.1838,109700.0,INLAND
1.1912,60000.0,INLAND
1.75,64000.0,INLAND
1.6865,58800.0,INLAND
2.3179,57500.0,INLAND
4.3897,71300.0,INLAND
1.4767,62000.0,INLAND
2.0577,69000.0,INLAND
2.3083,60200.0,INLAND
1.6769,63200.0,INLAND
1.7273,58200.0,INLAND
1.2029,68900.0,INLAND
1.7083,77300.0,INLAND
1.7566,49000.0,INLAND
1.125,81800.0,INLAND
1.5455,55000.0,INLAND
3.2375,114200.0,INLAND
3.4187,200500.0,INLAND
1.8833,96900.0,INLAND
3.0466,97300.0,INLAND
3.125,93400.0,INLAND
1.375,55000.0,INLAND
2.5326,136800.0,INLAND
1.8704,88500.0,INLAND
1.6833,113900.0,INLAND
1.6164,77800.0,INLAND
1.7196,75000.0,INLAND
1.8692,93800.0,INLAND
4.0119,119400.0,INLAND
1.9906,96600.0,INLAND
2.1964,112500.0,INLAND
2.1953,75000.0,INLAND
2.9583,91700.0,INLAND
1.8417,84700.0,INLAND
4.125,112500.0,INLAND
1.5739,73500.0,INLAND
2.5625,109200.0,INLAND
4.0435,132600.0,INLAND
3.8831,132100.0,INLAND
3.375,103100.0,INLAND
3.4375,83300.0,INLAND
2.3125,67900.0,INLAND
2.1474,85300.0,INLAND
2.625,89600.0,INLAND
0.536,87500.0,INLAND
2.7188,48100.0,INLAND
2.5,59200.0,INLAND
3.6641,80800.0,INLAND
1.6833,40000.0,INLAND
3.625,200000.0,INLAND
1.7214,118300.0,INLAND
3.3036,78300.0,INLAND
2.5,64100.0,INLAND
2.1833,49500.0,INLAND
3.5962,85900.0,INLAND
2.6902,71500.0,INLAND
2.5074,66400.0,INLAND
2.1875,64300.0,INLAND
2.2992,70200.0,INLAND
1.5066,59300.0,INLAND
3.5536,105700.0,INLAND
2.2661,61800.0,INLAND
2.4757,85600.0,INLAND
1.7333,70000.0,INLAND
5.5179,67500.0,INLAND
3.4028,91000.0,INLAND
3.4643,85100.0,INLAND
2.1198,73500.0,INLAND
2.6765,47600.0,INLAND
1.7267,60700.0,INLAND
7.9068,349100.0,INLAND
6.1731,293800.0,INLAND
5.8819,260500.0,INLAND
7.4837,358700.0,INLAND
5.5423,248700.0,INLAND
4.7969,211700.0,INLAND
3.5603,174600.0,INLAND
6.2456,161700.0,INLAND
4.8125,224500.0,INLAND
4.4722,215600.0,INLAND
6.5253,349900.0,INLAND
8.0683,451500.0,INLAND
6.1321,309700.0,INLAND
4.6937,198000.0,INLAND
8.2827,451400.0,INLAND
4.0393,156800.0,INLAND
3.3942,212800.0,INLAND
2.2442,166700.0,INLAND
7.5112,355500.0,INLAND
3.875,186700.0,INLAND
6.1049,297200.0,INLAND
4.9091,275000.0,INLAND
6.2089,283400.0,INLAND
5.4224,269500.0,INLAND
3.1905,235300.0,INLAND
2.9375,209200.0,INLAND
4.3145,233000.0,INLAND
3.0448,192100.0,INLAND
4.636,245500.0,INLAND
2.588,209500.0,INLAND
3.4107,170800.0,INLAND
5.27,209400.0,INLAND
4.8304,228900.0,INLAND
4.9844,203000.0,INLAND
4.8894,191700.0,INLAND
4.392,187600.0,INLAND
4.5708,223000.0,INLAND
7.7876,348900.0,INLAND
4.8229,192600.0,INLAND
3.6201,150400.0,INLAND
3.8929,144600.0,INLAND
4.075,231100.0,INLAND
2.621,202200.0,INLAND
3.7177,177200.0,INLAND
3.5192,190500.0,INLAND
4.2415,275700.0,INLAND
4.4609,230000.0,INLAND
3.9825,180500.0,INLAND
2.8818,167200.0,INLAND
3.75,180900.0,INLAND
3.0735,212300.0,INLAND
5.3637,214700.0,INLAND
4.3148,240700.0,INLAND
2.6779,136000.0,INLAND
3.5072,121900.0,INLAND
3.2756,156800.0,INLAND
5.6785,239500.0,INLAND
